sektori,zaplata,year,month
prerabodwashta,298,2005,11
energiq i woda,551,2005,11
stroitelstwo,288,2005,11
tyrgowiq,247,2005,11
hoteli,204,2005,11
transport,404,2005,11
finansi,755,2005,11
imoti,311,2005,11
dyrvawnouprawlenie,499,2005,11
obrazowanie,337,2005,11
zdraweopazwane,388,2005,11
drugi,252,2005,11
obshto,347,2005,12
selsko,246,2005,12
dobiwna,587,2005,12
prerabodwashta,309,2005,12
energiq i woda,625,2005,12
stroitelstwo,287,2005,12
tyrgowiq,258,2005,12
hoteli,216,2005,12
transport,442,2005,12
finansi,859,2005,12
imoti,324,2005,12
dyrvawnouprawlenie,497,2005,12
obrazowanie,386,2005,12
zdraweopazwane,405,2005,12
drugi,263,2005,12
obshto,326,2006,1
selsko,239,2006,1
dobiwna,516,2006,1
prerabodwashta,299,2006,1
energiq i woda,554,2006,1
stroitelstwo,257,2006,1
tyrgowiq,255,2006,1
hoteli,214,2006,1
transport,433,2006,1
finansi,749,2006,1
imoti,331,2006,1
dyrvawnouprawlenie,443,2006,1
obrazowanie,329,2006,1
zdraweopazwane,343,2006,1
drugi,262,2006,1
obshto,324,2006,2
selsko,235,2006,2
dobiwna,518,2006,2
prerabodwashta,299,2006,2
energiq i woda,572,2006,2
stroitelstwo,261,2006,2
tyrgowiq,254,2006,2
hoteli,212,2006,2
transport,402,2006,2
finansi,773,2006,2
imoti,332,2006,2
dyrvawnouprawlenie,440,2006,2
obrazowanie,331,2006,2
zdraweopazwane,342,2006,2
drugi,254,2006,2
obshto,343,2006,3
selsko,246,2006,3
dobiwna,648,2006,3
prerabodwashta,315,2006,3
energiq i woda,623,2006,3
stroitelstwo,272,2006,3
tyrgowiq,266,2006,3
hoteli,219,2006,3
transport,443,2006,3
finansi,780,2006,3
imoti,349,2006,3
dyrvawnouprawlenie,481,2006,3
obrazowanie,342,2006,3
zdraweopazwane,361,2006,3
drugi,252,2006,3
obshto,343,2006,4
selsko,256,2006,4
dobiwna,581,2006,4
prerabodwashta,312,2006,4
energiq i woda,649,2006,4
stroitelstwo,280,2006,4
tyrgowiq,262,2006,4
hoteli,221,2006,4
transport,419,2006,4
finansi,923,2006,4
imoti,344,2006,4
dyrvawnouprawlenie,471,2006,4
obrazowanie,352,2006,4
zdraweopazwane,392,2006,4
drugi,256,2006,4
obshto,344,2006,5
selsko,249,2006,5
dobiwna,561,2006,5
prerabodwashta,313,2006,5
energiq i woda,589,2006,5
stroitelstwo,285,2006,5
tyrgowiq,261,2006,5
hoteli,224,2006,5
transport,421,2006,5
finansi,775,2006,5
imoti,339,2006,5
dyrvawnouprawlenie,463,2006,5
obrazowanie,445,2006,5
zdraweopazwane,376,2006,5
drugi,250,2006,5
obshto,343,2006,6
selsko,256,2006,6
dobiwna,612,2006,6
prerabodwashta,321,2006,6
energiq i woda,640,2006,6
stroitelstwo,286,2006,6
tyrgowiq,263,2006,6
hoteli,216,2006,6
transport,432,2006,6
finansi,812,2006,6
imoti,348,2006,6
dyrvawnouprawlenie,483,2006,6
obrazowanie,352,2006,6
zdraweopazwane,380,2006,6
drugi,251,2006,6
obshto,346,2006,7
selsko,274,2006,7
dobiwna,563,2006,7
prerabodwashta,320,2006,7
energiq i woda,646,2006,7
stroitelstwo,292,2006,7
tyrgowiq,264,2006,7
hoteli,223,2006,7
transport,451,2006,7
finansi,806,2006,7
imoti,351,2006,7
dyrvawnouprawlenie,493,2006,7
obrazowanie,354,2006,7
zdraweopazwane,396,2006,7
drugi,255,2006,7
obshto,346,2006,8
selsko,258,2006,8
dobiwna,573,2006,8
prerabodwashta,324,2006,8
energiq i woda,615,2006,8
stroitelstwo,293,2006,8
tyrgowiq,268,2006,8
hoteli,221,2006,8
transport,427,2006,8
finansi,813,2006,8
imoti,351,2006,8
dyrvawnouprawlenie,513,2006,8
obrazowanie,357,2006,8
zdraweopazwane,381,2006,8
drugi,256,2006,8
obshto,360,2006,9
selsko,272,2006,9
dobiwna,712,2006,9
prerabodwashta,329,2006,9
energiq i woda,668,2006,9
stroitelstwo,297,2006,9
tyrgowiq,270,2006,9
hoteli,226,2006,9
transport,446,2006,9
finansi,818,2006,9
imoti,363,2006,9
dyrvawnouprawlenie,502,2006,9
obrazowanie,419,2006,9
zdraweopazwane,395,2006,9
drugi,268,2006,9
obshto,356,2006,10
selsko,271,2006,10
dobiwna,612,2006,10
prerabodwashta,331,2006,10
energiq i woda,610,2006,10
stroitelstwo,308,2006,10
tyrgowiq,272,2006,10
hoteli,218,2006,10
transport,433,2006,10
finansi,819,2006,10
imoti,364,2006,10
dyrvawnouprawlenie,515,2006,10
obrazowanie,366,2006,10
zdraweopazwane,401,2006,10
drugi,270,2006,10
obshto,364,2006,11
selsko,261,2006,11
dobiwna,681,2006,11
prerabodwashta,334,2006,11
energiq i woda,678,2006,11
stroitelstwo,311,2006,11
tyrgowiq,279,2006,11
hoteli,220,2006,11
transport,429,2006,11
finansi,823,2006,11
imoti,370,2006,11
dyrvawnouprawlenie,552,2006,11
obrazowanie,370,2006,11
zdraweopazwane,399,2006,11
drugi,281,2006,11
obshto,392,2006,12
selsko,276,2006,12
dobiwna,693,2006,12
prerabodwashta,346,2006,12
energiq i woda,754,2006,12
stroitelstwo,311,2006,12
tyrgowiq,292,2006,12
hoteli,226,2006,12
transport,463,2006,12
finansi,978,2006,12
imoti,395,2006,12
dyrvawnouprawlenie,594,2006,12
obrazowanie,440,2006,12
zdraweopazwane,446,2006,12
drugi,326,2006,12
obshto,382,2007,1
selsko,268,2007,1
dobiwna,651,2007,1
prerabodwashta,349,2007,1
energiq i woda,618,2007,1
stroitelstwo,327,2007,1
tyrgowiq,314,2007,1
hoteli,262,2007,1
transport,499,2007,1
finansi,862,2007,1
imoti,396,2007,1
dyrvawnouprawlenie,493,2007,1
obrazowanie,369,2007,1
zdraweopazwane,403,2007,1
drugi,330,2007,1
obshto,385,2007,2
selsko,272,2007,2
dobiwna,625,2007,2
prerabodwashta,354,2007,2
energiq i woda,656,2007,2
stroitelstwo,334,2007,2
tyrgowiq,313,2007,2
hoteli,262,2007,2
transport,472,2007,2
finansi,882,2007,2
imoti,406,2007,2
dyrvawnouprawlenie,512,2007,2
obrazowanie,374,2007,2
zdraweopazwane,408,2007,2
drugi,327,2007,2
obshto,401,2007,3
selsko,291,2007,3
dobiwna,744,2007,3
prerabodwashta,371,2007,3
energiq i woda,720,2007,3
stroitelstwo,342,2007,3
tyrgowiq,329,2007,3
hoteli,269,2007,3
transport,487,2007,3
finansi,898,2007,3
imoti,422,2007,3
dyrvawnouprawlenie,531,2007,3
obrazowanie,381,2007,3
zdraweopazwane,424,2007,3
drugi,337,2007,3
obshto,405,2007,4
selsko,293,2007,4
dobiwna,668,2007,4
prerabodwashta,373,2007,4
energiq i woda,693,2007,4
stroitelstwo,350,2007,4
tyrgowiq,326,2007,4
hoteli,273,2007,4
transport,497,2007,4
finansi,1033,2007,4
imoti,410,2007,4
dyrvawnouprawlenie,540,2007,4
obrazowanie,387,2007,4
zdraweopazwane,444,2007,4
drugi,338,2007,4
obshto,415,2007,5
selsko,284,2007,5
dobiwna,723,2007,5
prerabodwashta,376,2007,5
energiq i woda,747,2007,5
stroitelstwo,352,2007,5
tyrgowiq,326,2007,5
hoteli,286,2007,5
transport,512,2007,5
finansi,870,2007,5
imoti,413,2007,5
dyrvawnouprawlenie,552,2007,5
obrazowanie,484,2007,5
zdraweopazwane,452,2007,5
drugi,331,2007,5
obshto,412,2007,6
selsko,316,2007,6
dobiwna,742,2007,6
prerabodwashta,385,2007,6
energiq i woda,718,2007,6
stroitelstwo,355,2007,6
tyrgowiq,326,2007,6
hoteli,281,2007,6
transport,526,2007,6
finansi,942,2007,6
imoti,423,2007,6
dyrvawnouprawlenie,558,2007,6
obrazowanie,385,2007,6
zdraweopazwane,444,2007,6
drugi,329,2007,6
obshto,423,2007,7
selsko,302,2007,7
dobiwna,676,2007,7
prerabodwashta,385,2007,7
energiq i woda,689,2007,7
stroitelstwo,366,2007,7
tyrgowiq,331,2007,7
hoteli,282,2007,7
transport,562,2007,7
finansi,1097,2007,7
imoti,419,2007,7
dyrvawnouprawlenie,652,2007,7
obrazowanie,389,2007,7
zdraweopazwane,449,2007,7
drugi,332,2007,7
obshto,421,2007,8
selsko,303,2007,8
dobiwna,746,2007,8
prerabodwashta,391,2007,8
energiq i woda,766,2007,8
stroitelstwo,373,2007,8
tyrgowiq,335,2007,8
hoteli,285,2007,8
transport,530,2007,8
finansi,906,2007,8
imoti,423,2007,8
dyrvawnouprawlenie,605,2007,8
obrazowanie,401,2007,8
zdraweopazwane,452,2007,8
drugi,338,2007,8
obshto,436,2007,9
selsko,320,2007,9
dobiwna,836,2007,9
prerabodwashta,403,2007,9
energiq i woda,791,2007,9
stroitelstwo,371,2007,9
tyrgowiq,340,2007,9
hoteli,300,2007,9
transport,555,2007,9
finansi,946,2007,9
imoti,437,2007,9
dyrvawnouprawlenie,578,2007,9
obrazowanie,467,2007,9
zdraweopazwane,456,2007,9
drugi,344,2007,9
obshto,436,2007,10
selsko,313,2007,10
dobiwna,727,2007,10
prerabodwashta,403,2007,10
energiq i woda,819,2007,10
stroitelstwo,375,2007,10
tyrgowiq,350,2007,10
hoteli,287,2007,10
transport,582,2007,10
finansi,939,2007,10
imoti,431,2007,10
dyrvawnouprawlenie,673,2007,10
obrazowanie,346,2007,10
zdraweopazwane,463,2007,10
drugi,350,2007,10
obshto,454,2007,11
selsko,317,2007,11
dobiwna,769,2007,11
prerabodwashta,413,2007,11
energiq i woda,791,2007,11
stroitelstwo,379,2007,11
tyrgowiq,355,2007,11
hoteli,284,2007,11
transport,578,2007,11
finansi,1038,2007,11
imoti,446,2007,11
dyrvawnouprawlenie,653,2007,11
obrazowanie,477,2007,11
zdraweopazwane,496,2007,11
drugi,357,2007,11
obshto,480,2007,12
selsko,332,2007,12
dobiwna,877,2007,12
prerabodwashta,429,2007,12
energiq i woda,830,2007,12
stroitelstwo,377,2007,12
tyrgowiq,373,2007,12
hoteli,297,2007,12
transport,627,2007,12
finansi,1142,2007,12
imoti,469,2007,12
dyrvawnouprawlenie,672,2007,12
obrazowanie,562,2007,12
zdraweopazwane,495,2007,12
drugi,377,2007,12
