sektori,zaplata,year,month
hoteli,497,2012,7
informaciq,1634,2012,7
finansi,1390,2012,7
imoti,754,2012,7
nauka,1034,2012,7
administratiwni,485,2012,7
dyrvawnouprawlenie,906,2012,7
obrazowanie,684,2012,7
zdraweopazwane,744,2012,7
kultura,643,2012,7
drugi,532,2012,7
obshto,723,2012,8
selsko,577,2012,8
dobiwna,1198,2012,8
prerabotwashta,623,2012,8
energiq,1455,2012,8
woda,652,2012,8
stroitelstwo,627,2012,8
tyrgowiq,670,2012,8
transport,728,2012,8
hoteli,499,2012,8
informaciq,1597,2012,8
finansi,1348,2012,8
imoti,736,2012,8
nauka,1004,2012,8
administratiwni,483,2012,8
dyrvawnouprawlenie,930,2012,8
obrazowanie,677,2012,8
zdraweopazwane,737,2012,8
kultura,608,2012,8
drugi,535,2012,8
obshto,743,2012,9
selsko,691,2012,9
dobiwna,1463,2012,9
prerabotwashta,632,2012,9
energiq,1602,2012,9
woda,683,2012,9
stroitelstwo,640,2012,9
tyrgowiq,671,2012,9
transport,749,2012,9
hoteli,512,2012,9
informaciq,1612,2012,9
finansi,1352,2012,9
imoti,757,2012,9
nauka,1034,2012,9
administratiwni,489,2012,9
dyrvawnouprawlenie,852,2012,9
obrazowanie,741,2012,9
zdraweopazwane,748,2012,9
kultura,634,2012,9
drugi,548,2012,9
obshto,754,2012,10
selsko,586,2012,10
dobiwna,1110,2012,10
prerabotwashta,631,2012,10
energiq,1471,2012,10
woda,662,2012,10
stroitelstwo,653,2012,10
tyrgowiq,667,2012,10
transport,730,2012,10
hoteli,506,2012,10
informaciq,1622,2012,10
finansi,1362,2012,10
imoti,760,2012,10
nauka,1039,2012,10
administratiwni,489,2012,10
dyrvawnouprawlenie,1104,2012,10
obrazowanie,808,2012,10
zdraweopazwane,771,2012,10
kultura,644,2012,10
drugi,541,2012,10
obshto,756,2012,11
selsko,585,2012,11
dobiwna,1329,2012,11
prerabotwashta,640,2012,11
energiq,1541,2012,11
woda,690,2012,11
stroitelstwo,648,2012,11
tyrgowiq,679,2012,11
transport,780,2012,11
hoteli,500,2012,11
informaciq,1673,2012,11
finansi,1474,2012,11
imoti,760,2012,11
nauka,1060,2012,11
administratiwni,492,2012,11
dyrvawnouprawlenie,855,2012,11
obrazowanie,755,2012,11
zdraweopazwane,786,2012,11
kultura,676,2012,11
drugi,552,2012,11
obshto,786,2012,12
selsko,680,2012,12
dobiwna,1415,2012,12
prerabotwashta,651,2012,12
energiq,1672,2012,12
woda,741,2012,12
stroitelstwo,632,2012,12
tyrgowiq,708,2012,12
transport,768,2012,12
hoteli,522,2012,12
informaciq,1796,2012,12
finansi,1485,2012,12
imoti,803,2012,12
nauka,1106,2012,12
administratiwni,498,2012,12
dyrvawnouprawlenie,875,2012,12
obrazowanie,847,2012,12
zdraweopazwane,804,2012,12
kultura,710,2012,12
drugi,576,2012,12
obshto,747,2013,1
selsko,577,2013,1
dobiwna,1125,2013,1
prerabotwashta,632,2013,1
energiq,1522,2013,1
woda,669,2013,1
stroitelstwo,602,2013,1
tyrgowiq,661,2013,1
transport,742,2013,1
hoteli,494,2013,1
informaciq,1744,2013,1
finansi,1443,2013,1
imoti,697,2013,1
nauka,1015,2013,1
administratiwni,525,2013,1
dyrvawnouprawlenie,1026,2013,1
obrazowanie,690,2013,1
zdraweopazwane,770,2013,1
kultura,692,2013,1
drugi,505,2013,1
obshto,740,2013,2
selsko,593,2013,2
dobiwna,1114,2013,2
prerabotwashta,627,2013,2
energiq,1597,2013,2
woda,690,2013,2
stroitelstwo,598,2013,2
tyrgowiq,657,2013,2
transport,762,2013,2
hoteli,484,2013,2
informaciq,1734,2013,2
finansi,1438,2013,2
imoti,700,2013,2
nauka,1014,2013,2
administratiwni,516,2013,2
dyrvawnouprawlenie,864,2013,2
obrazowanie,709,2013,2
zdraweopazwane,756,2013,2
kultura,675,2013,2
drugi,544,2013,2
obshto,770,2013,3
selsko,637,2013,3
dobiwna,1487,2013,3
prerabotwashta,657,2013,3
energiq,1637,2013,3
woda,740,2013,3
stroitelstwo,636,2013,3
tyrgowiq,674,2013,3
transport,750,2013,3
hoteli,502,2013,3
informaciq,1859,2013,3
finansi,1415,2013,3
imoti,705,2013,3
nauka,1070,2013,3
administratiwni,526,2013,3
dyrvawnouprawlenie,854,2013,3
obrazowanie,767,2013,3
zdraweopazwane,797,2013,3
kultura,722,2013,3
drugi,524,2013,3
obshto,781,2013,4
selsko,641,2013,4
dobiwna,1077,2013,4
prerabotwashta,646,2013,4
energiq,1543,2013,4
woda,704,2013,4
stroitelstwo,646,2013,4
tyrgowiq,692,2013,4
transport,754,2013,4
hoteli,506,2013,4
informaciq,1743,2013,4
finansi,1669,2013,4
imoti,723,2013,4
nauka,1077,2013,4
administratiwni,527,2013,4
dyrvawnouprawlenie,1087,2013,4
obrazowanie,771,2013,4
zdraweopazwane,813,2013,4
kultura,703,2013,4
drugi,550,2013,4
obshto,775,2013,5
selsko,616,2013,5
dobiwna,1155,2013,5
prerabotwashta,656,2013,5
energiq,1571,2013,5
woda,734,2013,5
stroitelstwo,648,2013,5
tyrgowiq,694,2013,5
transport,794,2013,5
hoteli,545,2013,5
informaciq,1774,2013,5
finansi,1386,2013,5
imoti,734,2013,5
nauka,1084,2013,5
administratiwni,540,2013,5
dyrvawnouprawlenie,880,2013,5
obrazowanie,809,2013,5
zdraweopazwane,813,2013,5
kultura,695,2013,5
drugi,541,2013,5
obshto,763,2013,6
selsko,673,2013,6
dobiwna,1363,2013,6
prerabotwashta,662,2013,6
energiq,1497,2013,6
woda,709,2013,6
stroitelstwo,655,2013,6
tyrgowiq,679,2013,6
transport,742,2013,6
hoteli,520,2013,6
informaciq,1800,2013,6
finansi,1464,2013,6
imoti,714,2013,6
nauka,1107,2013,6
administratiwni,523,2013,6
dyrvawnouprawlenie,867,2013,6
obrazowanie,746,2013,6
zdraweopazwane,794,2013,6
kultura,604,2013,6
drugi,541,2013,6
obshto,775,2013,7
selsko,682,2013,7
dobiwna,1157,2013,7
prerabotwashta,659,2013,7
energiq,1519,2013,7
woda,698,2013,7
stroitelstwo,664,2013,7
tyrgowiq,679,2013,7
transport,749,2013,7
hoteli,520,2013,7
informaciq,1962,2013,7
finansi,1426,2013,7
imoti,709,2013,7
nauka,1091,2013,7
administratiwni,537,2013,7
dyrvawnouprawlenie,1071,2013,7
obrazowanie,746,2013,7
zdraweopazwane,799,2013,7
kultura,610,2013,7
drugi,528,2013,7
obshto,755,2013,8
selsko,649,2013,8
dobiwna,1123,2013,8
prerabotwashta,656,2013,8
energiq,1452,2013,8
woda,709,2013,8
stroitelstwo,644,2013,8
tyrgowiq,678,2013,8
transport,750,2013,8
hoteli,520,2013,8
informaciq,1814,2013,8
finansi,1463,2013,8
imoti,705,2013,8
nauka,1061,2013,8
administratiwni,531,2013,8
dyrvawnouprawlenie,864,2013,8
obrazowanie,735,2013,8
zdraweopazwane,788,2013,8
kultura,630,2013,8
drugi,520,2013,8
obshto,780,2013,9
selsko,728,2013,9
dobiwna,1359,2013,9
prerabotwashta,662,2013,9
energiq,1597,2013,9
woda,728,2013,9
stroitelstwo,664,2013,9
tyrgowiq,695,2013,9
transport,764,2013,9
hoteli,556,2013,9
informaciq,1799,2013,9
finansi,1417,2013,9
imoti,724,2013,9
nauka,1090,2013,9
administratiwni,537,2013,9
dyrvawnouprawlenie,870,2013,9
obrazowanie,808,2013,9
zdraweopazwane,809,2013,9
kultura,666,2013,9
drugi,536,2013,9
obshto,795,2013,10
selsko,664,2013,10
dobiwna,1143,2013,10
prerabotwashta,664,2013,10
energiq,1492,2013,10
woda,719,2013,10
stroitelstwo,666,2013,10
tyrgowiq,688,2013,10
transport,730,2013,10
hoteli,514,2013,10
informaciq,1810,2013,10
finansi,1413,2013,10
imoti,744,2013,10
nauka,1074,2013,10
administratiwni,548,2013,10
dyrvawnouprawlenie,1166,2013,10
obrazowanie,866,2013,10
zdraweopazwane,838,2013,10
kultura,703,2013,10
drugi,530,2013,10
obshto,795,2013,11
selsko,649,2013,11
dobiwna,1238,2013,11
prerabotwashta,674,2013,11
energiq,1516,2013,11
woda,733,2013,11
stroitelstwo,701,2013,11
tyrgowiq,702,2013,11
transport,764,2013,11
hoteli,513,2013,11
informaciq,1830,2013,11
finansi,1521,2013,11
imoti,753,2013,11
nauka,1128,2013,11
administratiwni,545,2013,11
dyrvawnouprawlenie,873,2013,11
obrazowanie,826,2013,11
zdraweopazwane,858,2013,11
kultura,732,2013,11
drugi,549,2013,11
obshto,822,2013,12
selsko,690,2013,12
dobiwna,1431,2013,12
prerabotwashta,676,2013,12
energiq,1617,2013,12
woda,779,2013,12
stroitelstwo,678,2013,12
tyrgowiq,716,2013,12
transport,775,2013,12
hoteli,530,2013,12
informaciq,1911,2013,12
finansi,1581,2013,12
imoti,782,2013,12
nauka,1171,2013,12
administratiwni,575,2013,12
dyrvawnouprawlenie,892,2013,12
obrazowanie,933,2013,12
zdraweopazwane,860,2013,12
kultura,746,2013,12
drugi,567,2013,12
obshto,794,2014,1
selsko,628,2014,1
dobiwna,1284,2014,1
prerabotwashta,669,2014,1
energiq,1504,2014,1
woda,722,2014,1
stroitelstwo,627,2014,1
tyrgowiq,722,2014,1
transport,754,2014,1
hoteli,550,2014,1
informaciq,1746,2014,1
finansi,1441,2014,1
imoti,732,2014,1
nauka,1104,2014,1
administratiwni,545,2014,1
dyrvawnouprawlenie,1087,2014,1
obrazowanie,751,2014,1
zdraweopazwane,818,2014,1
kultura,691,2014,1
drugi,563,2014,1
obshto,780,2014,2
selsko,634,2014,2
dobiwna,1133,2014,2
prerabotwashta,671,2014,2
energiq,1573,2014,2
woda,744,2014,2
stroitelstwo,632,2014,2
tyrgowiq,709,2014,2
transport,775,2014,2
hoteli,536,2014,2
informaciq,1716,2014,2
finansi,1423,2014,2
imoti,725,2014,2
nauka,1131,2014,2
administratiwni,538,2014,2
dyrvawnouprawlenie,876,2014,2
obrazowanie,747,2014,2
zdraweopazwane,821,2014,2
kultura,646,2014,2
drugi,561,2014,2
obshto,813,2014,3
selsko,684,2014,3
dobiwna,1528,2014,3
prerabotwashta,703,2014,3
energiq,1522,2014,3
woda,785,2014,3
stroitelstwo,671,2014,3
tyrgowiq,728,2014,3
transport,770,2014,3
hoteli,561,2014,3
informaciq,1832,2014,3
finansi,1484,2014,3
imoti,770,2014,3
nauka,1169,2014,3
administratiwni,579,2014,3
dyrvawnouprawlenie,892,2014,3
obrazowanie,759,2014,3
zdraweopazwane,854,2014,3
kultura,701,2014,3
drugi,573,2014,3
obshto,834,2014,4
selsko,668,2014,4
dobiwna,1263,2014,4
prerabotwashta,707,2014,4
energiq,1671,2014,4
woda,744,2014,4
stroitelstwo,699,2014,4
tyrgowiq,745,2014,4
transport,799,2014,4
hoteli,578,2014,4
informaciq,1780,2014,4
finansi,1588,2014,4
imoti,759,2014,4
nauka,1132,2014,4
administratiwni,577,2014,4
dyrvawnouprawlenie,1134,2014,4
obrazowanie,789,2014,4
zdraweopazwane,887,2014,4
kultura,675,2014,4
drugi,585,2014,4
obshto,816,2014,5
selsko,651,2014,5
dobiwna,1192,2014,5
prerabotwashta,702,2014,5
energiq,1588,2014,5
woda,740,2014,5
stroitelstwo,671,2014,5
tyrgowiq,745,2014,5
transport,810,2014,5
hoteli,573,2014,5
informaciq,1743,2014,5
finansi,1634,2014,5
imoti,738,2014,5
nauka,1118,2014,5
administratiwni,570,2014,5
dyrvawnouprawlenie,908,2014,5
obrazowanie,852,2014,5
zdraweopazwane,856,2014,5
kultura,654,2014,5
drugi,574,2014,5
obshto,802,2014,6
selsko,674,2014,6
dobiwna,1459,2014,6
prerabotwashta,701,2014,6
energiq,1529,2014,6
woda,727,2014,6
stroitelstwo,661,2014,6
tyrgowiq,739,2014,6
transport,785,2014,6
hoteli,553,2014,6
informaciq,1776,2014,6
finansi,1532,2014,6
imoti,726,2014,6
nauka,1164,2014,6
administratiwni,566,2014,6
dyrvawnouprawlenie,895,2014,6
obrazowanie,775,2014,6
zdraweopazwane,846,2014,6
kultura,624,2014,6
drugi,561,2014,6
obshto,815,2014,7
selsko,733,2014,7
dobiwna,1285,2014,7
prerabotwashta,705,2014,7
energiq,1505,2014,7
woda,731,2014,7
stroitelstwo,690,2014,7
tyrgowiq,740,2014,7
transport,809,2014,7
hoteli,546,2014,7
informaciq,1756,2014,7
finansi,1535,2014,7
imoti,742,2014,7
nauka,1171,2014,7
administratiwni,548,2014,7
dyrvawnouprawlenie,1128,2014,7
obrazowanie,762,2014,7
zdraweopazwane,858,2014,7
kultura,648,2014,7
drugi,567,2014,7
obshto,793,2014,8
selsko,672,2014,8
dobiwna,1161,2014,8
prerabotwashta,696,2014,8
energiq,1491,2014,8
woda,735,2014,8
stroitelstwo,684,2014,8
tyrgowiq,742,2014,8
transport,804,2014,8
hoteli,546,2014,8
informaciq,1756,2014,8
finansi,1432,2014,8
imoti,736,2014,8
nauka,1156,2014,8
administratiwni,549,2014,8
dyrvawnouprawlenie,896,2014,8
obrazowanie,752,2014,8
zdraweopazwane,842,2014,8
kultura,646,2014,8
drugi,558,2014,8
obshto,820,2014,9
selsko,732,2014,9
dobiwna,1416,2014,9
prerabotwashta,709,2014,9
energiq,1586,2014,9
woda,751,2014,9
stroitelstwo,693,2014,9
tyrgowiq,748,2014,9
transport,847,2014,9
hoteli,576,2014,9
informaciq,1748,2014,9
finansi,1430,2014,9
imoti,741,2014,9
nauka,1192,2014,9
administratiwni,572,2014,9
dyrvawnouprawlenie,894,2014,9
obrazowanie,835,2014,9
zdraweopazwane,858,2014,9
kultura,636,2014,9
drugi,569,2014,9
obshto,841,2014,10
selsko,719,2014,10
dobiwna,1273,2014,10
prerabotwashta,706,2014,10
energiq,1500,2014,10
woda,739,2014,10
stroitelstwo,675,2014,10
tyrgowiq,744,2014,10
transport,813,2014,10
hoteli,561,2014,10
informaciq,1822,2014,10
finansi,1439,2014,10
imoti,758,2014,10
nauka,1158,2014,10
administratiwni,586,2014,10
dyrvawnouprawlenie,1190,2014,10
obrazowanie,898,2014,10
zdraweopazwane,861,2014,10
kultura,757,2014,10
drugi,605,2014,10
obshto,833,2014,11
selsko,689,2014,11
dobiwna,1265,2014,11
prerabotwashta,722,2014,11
energiq,1522,2014,11
woda,751,2014,11
stroitelstwo,689,2014,11
tyrgowiq,756,2014,11
transport,833,2014,11
hoteli,551,2014,11
informaciq,1755,2014,11
finansi,1535,2014,11
imoti,769,2014,11
nauka,1214,2014,11
administratiwni,594,2014,11
dyrvawnouprawlenie,904,2014,11
obrazowanie,837,2014,11
zdraweopazwane,903,2014,11
kultura,697,2014,11
drugi,604,2014,11
obshto,865,2014,12
selsko,737,2014,12
dobiwna,1499,2014,12
prerabotwashta,729,2014,12
energiq,1607,2014,12
woda,777,2014,12
stroitelstwo,678,2014,12
tyrgowiq,789,2014,12
transport,856,2014,12
hoteli,582,2014,12
informaciq,1796,2014,12
finansi,1597,2014,12
imoti,800,2014,12
nauka,1230,2014,12
administratiwni,605,2014,12
dyrvawnouprawlenie,934,2014,12
obrazowanie,961,2014,12
zdraweopazwane,898,2014,12
kultura,728,2014,12
drugi,607,2014,12
